stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,wheelchair_boarding,platform_code,level_id
417,,HOBBY PARK *,,48.991341,21.25606,1,,0,,,0,,
418,,Strážnická  *,,49.01762,21.277411,1,,0,,,0,,
419,,Nižnianska  *,,49.01162,21.267639,1,,0,,,0,,
420,,SPINEA-Záturecká,,48.953548,21.250759,1,,0,,,0,,
422,,Bajkalská,,49.023548,21.22991,1,,0,,,0,,
423,,Ruská Nová Ves,,48.978069,21.33353,2,,0,,,0,,
425,,Dúbrava  *,,49.024891,21.23214,1,,0,,,0,,
427,,Kalinčiakova  *,,49.01173,21.27025,1,,0,,,0,,
429,,Malý Šariš,,49.014832,21.18652,2,,0,,,0,,
430,,Sídlisko III,,49.02351,21.228979,1,,0,,,0,,
432,,Pod Šalgovíkom,,48.993389,21.275311,1,,0,,,0,,
433,,Cemjata  *,,48.983509,21.17503,1,,0,,,0,,
438,,Gemor  *,,48.96727,21.249929,1,,0,,,0,,
440,,Gemor  *,,48.9673,21.2498,1,,0,,,0,,
441,,Sídlisko III,,49.023331,21.228411,1,,0,,,0,,
442,,Obrancov mieru,,48.997162,21.228291,1,,0,,,0,,
444,,Detská nemocnica,,48.9986,21.25086,1,,0,,,0,,
446,,Fakultná nemocnica,,48.996361,21.25268,1,,0,,,0,,
448,,Trojica,,49.00021,21.23933,1,,0,,,0,,
449,,Trojica,,48.999352,21.239679,1,,0,,,0,,
450,,Železničná stanica,,48.983002,21.249901,1,,0,,,0,,
452,,Dopravný podnik  *,,49.010849,21.25831,1,,0,,,0,,
454,,Švábska,,48.971241,21.258511,1,,0,,,0,,
456,,Na Hlavnej,,48.99601,21.24173,1,,0,,,0,,
457,,Čierny most,,48.989719,21.246929,1,,0,,,0,,
458,,Čierny most,,48.989811,21.24662,1,,0,,,0,,
462,,Októbrová  *,,48.997059,21.22304,1,,0,,,0,,
467,,Železničná stanica,,48.984322,21.249901,1,,0,,,0,,
